No.,Fe,Cr,Ni,Mo,W,N,Nb,C,Si,Mn,Cu,P,S,Al,V,Ta,Re,Ce,Ti,Co,B,Mg,Y,Gd,"Epit, mV (SCE)",Test Temp (C),Test Solution,[Cl-] M,pH,Test Method,Scan Rate mV/s,Heat treatment,Microstructures,Comments,Reference,Material class
537,81.32,17.53,0,1.14,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,208.58,25,1M NaCl,1,NA,"The ""scratch"" technique was employed for the determination of pitting potentials.The electrode was first polarized potentiostatically to some potential well below the expected pitting potential.The polarization current was allowedto stabilize and then the electrode surface was scratched with a sharp silicon-carbide crystal mounted
on the end of a glass tube. The scratching of the electrode
surface resulted in a sharp polarization current
""blip."" The electrode potential was manually adjusted
by 20 mV steps to more and more noble potential
values, until the scratch failed to repassivate, a failure
which was indicated by a gradual current rise after the
electrode was scratched. The pit was allowed to develop
for 10 min, and then the electrode was examined visually.
Only those results were considered to be valid
where pits actually developed at the scratched site.",20mV steps by manual increament ,heat-treated for 1 hr at 1500F followed by water quenching,"Metallographic
examinations did not show the presence of
intermetallic phases in any of the materials.",polished only through 600-grit SiC metallographic paper.,65,Fe Alloy
538,80.36,17.61,0,2.02,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,279.88,25,1M NaCl,1,NA,"The ""scratch"" technique was employed for the determination of pitting potentials.The electrode was first polarized potentiostatically to some potential well below the expected pitting potential.The polarization current was allowedto stabilize and then the electrode surface was scratched with a sharp silicon-carbide crystal mounted
on the end of a glass tube. The scratching of the electrode
surface resulted in a sharp polarization current
""blip."" The electrode potential was manually adjusted
by 20 mV steps to more and more noble potential
values, until the scratch failed to repassivate, a failure
which was indicated by a gradual current rise after the
electrode was scratched. The pit was allowed to develop
for 10 min, and then the electrode was examined visually.
Only those results were considered to be valid
where pits actually developed at the scratched site.",20mV steps by manual increament ,heat-treated for 1 hr at 1500F followed by water quenching,"Metallographic
examinations did not show the presence of
intermetallic phases in any of the materials.",polished only through 600-grit SiC metallographic paper.,65,Fe Alloy
539,78.89,17.58,0,3.52,0,0,0,0.01,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,412.85,25,1M NaCl,1,NA,"The ""scratch"" technique was employed for the determination of pitting potentials.The electrode was first polarized potentiostatically to some potential well below the expected pitting potential.The polarization current was allowedto stabilize and then the electrode surface was scratched with a sharp silicon-carbide crystal mounted
on the end of a glass tube. The scratching of the electrode
surface resulted in a sharp polarization current
""blip."" The electrode potential was manually adjusted
by 20 mV steps to more and more noble potential
values, until the scratch failed to repassivate, a failure
which was indicated by a gradual current rise after the
electrode was scratched. The pit was allowed to develop
for 10 min, and then the electrode was examined visually.
Only those results were considered to be valid
where pits actually developed at the scratched site.",20mV steps by manual increament , heat-treated for 1 hr at 1800F followed by water quenching,"Metallographic
examinations did not show the presence of
intermetallic phases in any of the materials.",polished only through 600-grit SiC metallographic paper.,65,Fe Alloy
540,77.86,17.38,0,4.75,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,524.62,25,1M NaCl,1,NA,"The ""scratch"" technique was employed for the determination of pitting potentials.The electrode was first polarized potentiostatically to some potential well below the expected pitting potential.The polarization current was allowedto stabilize and then the electrode surface was scratched with a sharp silicon-carbide crystal mounted
on the end of a glass tube. The scratching of the electrode
surface resulted in a sharp polarization current
""blip."" The electrode potential was manually adjusted
by 20 mV steps to more and more noble potential
values, until the scratch failed to repassivate, a failure
which was indicated by a gradual current rise after the
electrode was scratched. The pit was allowed to develop
for 10 min, and then the electrode was examined visually.
Only those results were considered to be valid
where pits actually developed at the scratched site.",20mV steps by manual increament , heat-treated for 1 hr at 1800F followed by water quenching,"Metallographic
examinations did not show the presence of
intermetallic phases in any of the materials.",polished only through 600-grit SiC metallographic paper.,65,Fe Alloy
541,71,18.7,10.3,0,0,NA,0,NA,NA,NA,NA,NA,0.01,0,0,0,0,0,0,0,0,0,0,0,-75,22,1M KCl,1,7,"To measure the pitting potentials, the potential was stepped upwards
by 25 mV every 400 s, beginning at -300 mV(SCE).",0.06,annealed at 1200C for 24hr and water quenched,NA,"Pitting potentials were measured in 1M KCI, using mechanically polished 0.4 cm2
coupons of the experimental alloys. To measure the pitting potentials, the potential was stepped upwards
by 25 mV every 400 s, beginning at -300 mV(SCE).",68,Fe Alloy
542,69.7,16.6,11,2.7,0,NA,0,NA,NA,NA,NA,NA,0.01,0,0,0,0,0,0,0,0,0,0,0,50,22,1M KCl,1,7,"To measure the pitting potentials, the potential was stepped upwards
by 25 mV every 400 s, beginning at -300 mV(SCE).",0.06,annealed at 1200C for 24hr and water quenched,NA,"Pitting potentials were measured in 1M KCI, using mechanically polished 0.4 cm2
coupons of the experimental alloys. To measure the pitting potentials, the potential was stepped upwards
by 25 mV every 400 s, beginning at -300 mV(SCE).",68,Fe Alloy
543,68.53,16.3,14.4,0,0,NA,0,0.01,0.33,0.43,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,80,NA,0.1M NaCl,0.1,7,"Potentiodynamic Polarization- Samples were mechanically polished with
emery paper up to grade 1000 under water, then degreased in absolute ethyl alcohol, washed in deionized water, and
dried by warm air blowing for electrochemical tests. Polarization curves were obtained potentiodynamically at a scan rate of 20 mV/min.",0.33,Solution treatment was performed by heating in nitrogen at 1150 C for 30 minutes followed by water quenching,NA,"Samples were mechanically polished with
emery paper up to grade 1000 under water, then degreased in absolute ethyl alcohol, washed in deionized water, and
dried by warm air blowing for electrochemical tests.",73,Fe Alloy
544,66.48,16.3,14,0,2.49,NA,0,0.01,0.4,0.33,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,210,NA,0.1M NaCl,0.1,7,"Potentiodynamic Polarization- Samples were mechanically polished with
emery paper up to grade 1000 under water, then degreased in absolute ethyl alcohol, washed in deionized water, and
dried by warm air blowing for electrochemical tests. Polarization curves were obtained potentiodynamically at a scan rate of 20 mV/min.",0.33,Solution treatment was performed by heating in nitrogen at 1150 C for 30 minutes followed by water quenching,NA,"Samples were mechanically polished with
emery paper up to grade 1000 under water, then degreased in absolute ethyl alcohol, washed in deionized water, and
dried by warm air blowing for electrochemical tests.",73,Fe Alloy
545,63.87,16.5,14.1,0,4.81,NA,0,0.01,0.41,0.3,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,300,NA,0.1M NaCl,0.1,7,"Potentiodynamic Polarization- Samples were mechanically polished with
emery paper up to grade 1000 under water, then degreased in absolute ethyl alcohol, washed in deionized water, and
dried by warm air blowing for electrochemical tests. Polarization curves were obtained potentiodynamically at a scan rate of 20 mV/min.",0.33,Solution treatment was performed by heating in nitrogen at 1150 C for 30 minutes followed by water quenching,NA,"Samples were mechanically polished with
emery paper up to grade 1000 under water, then degreased in absolute ethyl alcohol, washed in deionized water, and
dried by warm air blowing for electrochemical tests.",73,Fe Alloy
546,68.53,16.3,14.4,0,0,NA,0,0.01,0.33,0.43,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,80,60,0.1M NaCl,0.1,7,"Potentiodynamic Polarization- Samples were mechanically polished with
emery paper up to grade 1000 under water, then degreased in absolute ethyl alcohol, washed in deionized water, and
dried by warm air blowing for electrochemical tests. Polarization curves were obtained potentiodynamically at a scan rate of 20 mV/min.",0.33,Solution treatment was performed by heating in nitrogen at 1150 C for 30 minutes followed by water quenching,NA,"Samples were mechanically polished with
emery paper up to grade 1000 under water, then degreased in absolute ethyl alcohol, washed in deionized water, and
dried by warm air blowing for electrochemical tests.",73,Fe Alloy
547,68.53,16.3,14.4,0,0,NA,0,0.01,0.33,0.43,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,150,60,0.1M NaCl + 0.025 M W04 ,0.1,7,"Potentiodynamic Polarization- Samples were mechanically polished with
emery paper up to grade 1000 under water, then degreased in absolute ethyl alcohol, washed in deionized water, and
dried by warm air blowing for electrochemical tests. Polarization curves were obtained potentiodynamically at a scan rate of 20 mV/min.",0.33,Solution treatment was performed by heating in nitrogen at 1150 C for 30 minutes followed by water quenching,NA,"Samples were mechanically polished with
emery paper up to grade 1000 under water, then degreased in absolute ethyl alcohol, washed in deionized water, and
dried by warm air blowing for electrochemical tests.",73,Fe Alloy
